history_block_num,rentrex,loan_num,total_lendable,total_lent,total_rent,total_rex,total_unlent
93312000,934,231821,78192044.7071,57518001.0203,22136.8759,778848673046.0096,20674043.6868
93139200,873,230921,78253210.4719,58235504.4768,22926.017,779477891385.5883,20017705.9951
92966400,910,230018,78850926.9342,58105431.889,22789.2823,785462474059.7141,20745495.0452
92793600,1478,228019,78370983.8633,52208211.2278,17701.8289,780876034236.4489,26162772.6355
92620800,257,225095,86991253.286,72381660.9826,56752.4074,867120507037.183,14609592.3034
92448000,253,225095,87022987.183,72518695.0699,57287.1497,867531470109.4896,14504292.1131
92275200,252,225095,87138847.0366,72614648.9206,57666.4506,868691265111.6445,14524198.116
92102400,250,225095,87301242.5475,72748102.208,58197.5447,870310359000.3323,14553140.3395
91929600,242,225095,88099673.847,73403033.3778,60835.9045,878274623870.5052,14696640.4692
91756800,239,225095,88329694.9601,73601705.8819,61662.4324,880567881473.3396,14727989.0782
91584000,231,225095,89014761.0259,74178522.6353,64113.3499,887401587470.1768,14836238.3906
91411200,191,225095,93523284.5646,77934822.0351,81749.1228,932354146791.9001,15588462.5295
91238400,189,225095,93783083.543,78152259.3005,82892.4105,934951867564.5507,15630824.2425
91065600,188,225095,93870251.611,78225129.7114,83279.3811,935821046940.9128,15645121.8996
90892800,186,225095,94165860.2678,78471445.5649,84590.2862,938768239889.8303,15694414.7029
90720000,185,225095,94216212.618,78513275.3376,84815.8542,939270382351.4979,15702937.2804
90547200,176,225095,95413848.1703,79510015.7005,90321.0021,951216967566.3098,15903832.4698
90374400,176,225095,95477198.3093,79564063.5454,90628.2185,951848669021.4705,15913134.7639
90201600,175,225095,95516517.306,79595910.7417,90809.6048,952240841836.5022,15920606.5643
90028800,174,225095,95631866.7829,79692937.3336,91363.7834,953394940045.2821,15938929.4493
89856000,174,225095,95678598.0074,79727023.3993,91559.1939,953865486097.7809,15951574.6081
89683200,176,225095,95914475.9802,79770926.2522,91811.3959,956217455567.1567,16143549.728
89510400,173,225095,95768497.0842,79806408.7236,92014.8436,954763190812.2258,15962088.3606
89337600,173,225095,95864293.6073,79886890.9316,92479.1467,955722480792.3268,15977402.6757
89164800,170,225095,96209466.3196,80174376.2855,94149.6347,959167983893.2529,16035090.0341
88992000,169,225095,96393177.5309,80327639.1607,95052.4742,961004617233.7408,16065538.3702
88819200,166,225095,96776094.0042,80646699.5631,96954.3764,964828321371.7089,16129394.4411
88646400,165,225095,96958869.6772,80795096.7479,97849.1809,966651481987.6917,16163772.9293
88473600,157,225095,98185163.421,81800256.109,104047.5667,978877786868.5072,16384907.312
88300800,156,225095,98304421.6471,81919651.603,104806.1847,980067252765.6628,16384770.0441
88128000,146,225095,99836042.4325,83229409.3956,113365.782,995337494942.0676,16606633.0369
87955200,196,221515,101233190.5789,81326119.0375,101766.4678,1009405174255.0135,19907071.5414
87782400,266,215504,101396957.8819,78094834.277,87669.3924,1011221593187.845,23302123.6049
87609600,2577,204117,103841692.4748,28827442.4522,29111.8571,1036225955114.5366,75014250.0226
87436800,3580,198592,103851034.7852,15415786.3686,24699.6574,1036372869824.5803,88435248.4166
87264000,3633,194667,105502527.6517,15586064.7043,24747.3665,1052854569034.4438,89916462.9474
87091200,3615,191302,105173989.6525,15652512.8566,24765.6521,1049579789318.8829,89521476.7959
86918400,3630,188562,105369605.8734,15559747.0665,24740.0198,1051536171839.5659,89809858.8069
86745600,3692,185308,105665572.6634,14945409.0132,24572.0773,1054495673134.9697,90720163.6502
86572800,3701,182181,105630871.6789,14818037.9157,24537.6193,1054153905896.9958,90812833.7632
86400000,3707,178392,105405224.4005,14628084.4989,24486.3499,1051903034446.5101,90777139.9016
86227200,3927,166983,105467723.5363,12001086.7625,23798.5394,1052537287407.3063,93466636.7738
86054400,4067,165004,105570258.9018,10407492.0118,23399.6319,1053568286210.2946,95162766.89
85881600,4021,163198,105506761.3823,10910987.1814,23524.0779,1052938921205.5793,94595774.2009
85708800,4025,161358,105293497.0955,10763116.4275,23487.3612,1050811812756.218,94530380.668
85536000,4022,159444,105271021.7405,10787366.2579,23493.3658,1050590703958.0043,94483655.4826
85363200,4005,157765,104942699.2831,10817601.3842,23500.882,1047316870420.1715,94125097.8989
85190400,3995,155927,104914115.2956,10919972.1499,23526.4709,1047033317603.9337,93994143.1457
85017600,4000,152205,104835329.6292,10818594.4432,23501.0996,1046250275917.3951,94016735.186
84844800,4012,147869,104998846.1687,10762620.8478,23487.1177,1047885819885.2561,94236225.3209
84672000,4012,145547,104899756.1955,10714611.2112,23475.0681,1046900682843.2474,94185144.9843
84499200,4016,142928,104916154.0187,10680951.4227,23466.6809,1047068609156.3444,94235202.596
84326400,3841,140735,104836557.1727,12709214.3803,23983.0011,1046285781145.9918,92127342.7924
84153600,3837,138280,104821956.5195,12748996.5834,23993.3453,1046144439678.8562,92072959.9361
